learner_id,cohort_id,grade_band,age_range,stage_label,support_profile,expression_mode_preference,device_access,language_support,accommodation_flag,attendance_band,confidence_profile,trajectory_type,spelling_noise_level
L1012_04_026,C1012_04,10-12,15-18,Innovators,general,mixed,shared_device,none,audio_support,mostly_steady,balanced,high_stable,high
L1012_04_027,C1012_04,10-12,15-18,Innovators,caption_support,written,tablet_mix,moderate,audio_support,mostly_steady,confident,late_bloom,high
L1012_04_028,C1012_04,10-12,15-18,Innovators,general,spreadsheet,shared_device,moderate,audio_support,mixed,confident,variable_growth,medium
L1012_04_029,C1012_04,10-12,15-18,Innovators,pitch_scaffold,presentation,laptop_priority,none,visual_support,mostly_steady,confident,late_bloom,low
L1012_04_030,C1012_04,10-12,15-18,Innovators,general,written,1to1_device,none,none,mixed,confident,high_stable,low
L1012_04_031,C1012_04,10-12,15-18,Innovators,caption_support,spreadsheet,1to1_device,light,visual_support,mostly_steady,cautious,high_stable,low
L1012_04_032,C1012_04,10-12,15-18,Innovators,experiment_template,deck_notes,shared_device,light,extended_time,mixed,overconfident,late_bloom,low
L1012_04_033,C1012_04,10-12,15-18,Innovators,experiment_template,presentation,1to1_device,moderate,none,mostly_steady,confident,steady_growth,medium
L1012_04_034,C1012_04,10-12,15-18,Innovators,experiment_template,mixed,shared_device,moderate,audio_support,mixed,overconfident,late_bloom,low
L1012_04_035,C1012_04,10-12,15-18,Innovators,caption_support,spreadsheet,tablet_mix,moderate,audio_support,steady,overconfident,needs_structure,high
L1012_04_036,C1012_04,10-12,15-18,Innovators,caption_support,spreadsheet,tablet_mix,light,audio_support,mostly_steady,confident,needs_structure,low
L1012_04_037,C1012_04,10-12,15-18,Innovators,experiment_template,presentation,laptop_priority,none,extended_time,mixed,balanced,needs_structure,medium
L1012_04_038,C1012_04,10-12,15-18,Innovators,caption_support,deck_notes,laptop_priority,moderate,visual_support,irregular,balanced,variable_growth,medium
L1012_04_039,C1012_04,10-12,15-18,Innovators,experiment_template,written,shared_device,moderate,organization_support,irregular,cautious,needs_structure,medium
L1012_04_040,C1012_04,10-12,15-18,Innovators,caption_support,written,laptop_priority,moderate,audio_support,mixed,confident,needs_structure,low
L1012_04_041,C1012_04,10-12,15-18,Innovators,general,presentation,shared_device,none,organization_support,mixed,overconfident,high_stable,medium
L1012_04_042,C1012_04,10-12,15-18,Innovators,general,spreadsheet,shared_device,light,extended_time,steady,cautious,variable_growth,high
L1012_04_043,C1012_04,10-12,15-18,Innovators,caption_support,written,1to1_device,light,extended_time,mixed,overconfident,needs_structure,low
L1012_04_044,C1012_04,10-12,15-18,Innovators,caption_support,presentation,1to1_device,moderate,audio_support,steady,overconfident,needs_structure,low
L1012_04_045,C1012_04,10-12,15-18,Innovators,caption_support,presentation,laptop_priority,moderate,none,mixed,confident,steady_growth,low
L1012_04_046,C1012_04,10-12,15-18,Innovators,experiment_template,deck_notes,tablet_mix,none,none,steady,balanced,needs_structure,high
L1012_04_047,C1012_04,10-12,15-18,Innovators,general,written,laptop_priority,none,extended_time,mostly_steady,overconfident,variable_growth,medium
L1012_04_048,C1012_04,10-12,15-18,Innovators,mentored_checkpoints,presentation,laptop_priority,light,audio_support,mixed,confident,late_bloom,medium
L1012_04_049,C1012_04,10-12,15-18,Innovators,general,mixed,1to1_device,light,extended_time,mostly_steady,balanced,high_stable,low
L1012_04_050,C1012_04,10-12,15-18,Innovators,general,deck_notes,laptop_priority,moderate,none,irregular,overconfident,steady_growth,low
L1012_04_051,C1012_04,10-12,15-18,Innovators,caption_support,spreadsheet,tablet_mix,light,extended_time,mostly_steady,balanced,variable_growth,high
L1012_04_052,C1012_04,10-12,15-18,Innovators,mentored_checkpoints,written,tablet_mix,none,organization_support,mostly_steady,cautious,needs_structure,high
L1012_04_053,C1012_04,10-12,15-18,Innovators,caption_support,presentation,shared_device,none,none,mostly_steady,overconfident,late_bloom,low
L1012_04_054,C1012_04,10-12,15-18,Innovators,pitch_scaffold,presentation,1to1_device,none,extended_time,mostly_steady,confident,needs_structure,medium
L1012_04_055,C1012_04,10-12,15-18,Innovators,caption_support,presentation,tablet_mix,light,audio_support,irregular,cautious,high_stable,high
L1012_04_056,C1012_04,10-12,15-18,Innovators,mentored_checkpoints,deck_notes,tablet_mix,none,extended_time,mostly_steady,confident,steady_growth,high
L1012_04_057,C1012_04,10-12,15-18,Innovators,general,deck_notes,tablet_mix,light,audio_support,steady,confident,needs_structure,medium
L1012_04_058,C1012_04,10-12,15-18,Innovators,pitch_scaffold,spreadsheet,laptop_priority,moderate,none,mixed,cautious,late_bloom,high
L1012_04_059,C1012_04,10-12,15-18,Innovators,mentored_checkpoints,presentation,shared_device,light,none,irregular,cautious,variable_growth,low
L1012_04_060,C1012_04,10-12,15-18,Innovators,general,deck_notes,laptop_priority,none,extended_time,irregular,overconfident,variable_growth,high
L1012_05_001,C1012_05,10-12,15-18,Innovators,mentored_checkpoints,presentation,laptop_priority,moderate,extended_time,steady,confident,late_bloom,medium
L1012_05_002,C1012_05,10-12,15-18,Innovators,caption_support,spreadsheet,tablet_mix,moderate,visual_support,irregular,cautious,late_bloom,low
L1012_05_003,C1012_05,10-12,15-18,Innovators,general,written,shared_device,none,audio_support,mostly_steady,confident,steady_growth,high
L1012_05_004,C1012_05,10-12,15-18,Innovators,caption_support,presentation,1to1_device,light,none,irregular,cautious,needs_structure,high
L1012_05_005,C1012_05,10-12,15-18,Innovators,general,mixed,1to1_device,light,none,irregular,cautious,high_stable,low
L1012_05_006,C1012_05,10-12,15-18,Innovators,pitch_scaffold,deck_notes,shared_device,none,visual_support,mostly_steady,overconfident,high_stable,low
L1012_05_007,C1012_05,10-12,15-18,Innovators,mentored_checkpoints,spreadsheet,laptop_priority,none,audio_support,irregular,cautious,steady_growth,low
L1012_05_008,C1012_05,10-12,15-18,Innovators,experiment_template,written,laptop_priority,none,extended_time,steady,cautious,high_stable,high
L1012_05_009,C1012_05,10-12,15-18,Innovators,mentored_checkpoints,presentation,1to1_device,none,none,irregular,cautious,high_stable,low
L1012_05_010,C1012_05,10-12,15-18,Innovators,experiment_template,presentation,laptop_priority,none,audio_support,steady,overconfident,variable_growth,high
L1012_05_011,C1012_05,10-12,15-18,Innovators,caption_support,spreadsheet,shared_device,none,none,steady,cautious,variable_growth,low
L1012_05_012,C1012_05,10-12,15-18,Innovators,mentored_checkpoints,presentation,shared_device,moderate,audio_support,irregular,balanced,high_stable,medium
L1012_05_013,C1012_05,10-12,15-18,Innovators,caption_support,deck_notes,laptop_priority,moderate,audio_support,mixed,balanced,late_bloom,high
L1012_05_014,C1012_05,10-12,15-18,Innovators,pitch_scaffold,presentation,tablet_mix,moderate,organization_support,steady,confident,late_bloom,low
L1012_05_015,C1012_05,10-12,15-18,Innovators,pitch_scaffold,written,laptop_priority,moderate,audio_support,steady,cautious,high_stable,low
L1012_05_016,C1012_05,10-12,15-18,Innovators,general,spreadsheet,laptop_priority,none,extended_time,steady,overconfident,late_bloom,medium
L1012_05_017,C1012_05,10-12,15-18,Innovators,caption_support,deck_notes,shared_device,none,visual_support,mixed,overconfident,high_stable,high
L1012_05_018,C1012_05,10-12,15-18,Innovators,caption_support,presentation,shared_device,none,visual_support,steady,cautious,variable_growth,low
L1012_05_019,C1012_05,10-12,15-18,Innovators,caption_support,deck_notes,laptop_priority,moderate,audio_support,mixed,overconfident,variable_growth,high
L1012_05_020,C1012_05,10-12,15-18,Innovators,experiment_template,deck_notes,tablet_mix,moderate,extended_time,steady,cautious,steady_growth,low
L1012_05_021,C1012_05,10-12,15-18,Innovators,caption_support,spreadsheet,laptop_priority,moderate,none,irregular,overconfident,late_bloom,low
L1012_05_022,C1012_05,10-12,15-18,Innovators,pitch_scaffold,presentation,laptop_priority,moderate,extended_time,irregular,balanced,high_stable,low
L1012_05_023,C1012_05,10-12,15-18,Innovators,caption_support,presentation,1to1_device,light,extended_time,irregular,confident,high_stable,high
L1012_05_024,C1012_05,10-12,15-18,Innovators,general,presentation,shared_device,none,extended_time,mixed,overconfident,high_stable,low
L1012_05_025,C1012_05,10-12,15-18,Innovators,general,deck_notes,laptop_priority,light,extended_time,mixed,confident,variable_growth,medium
L1012_05_026,C1012_05,10-12,15-18,Innovators,caption_support,mixed,tablet_mix,none,organization_support,irregular,confident,high_stable,high
L1012_05_027,C1012_05,10-12,15-18,Innovators,experiment_template,spreadsheet,tablet_mix,none,none,irregular,balanced,high_stable,low
L1012_05_028,C1012_05,10-12,15-18,Innovators,general,spreadsheet,shared_device,moderate,none,irregular,confident,steady_growth,high
L1012_05_029,C1012_05,10-12,15-18,Innovators,general,spreadsheet,1to1_device,moderate,organization_support,steady,cautious,high_stable,medium
L1012_05_030,C1012_05,10-12,15-18,Innovators,caption_support,mixed,1to1_device,moderate,extended_time,mostly_steady,cautious,needs_structure,high
L1012_05_031,C1012_05,10-12,15-18,Innovators,pitch_scaffold,mixed,shared_device,none,extended_time,steady,balanced,variable_growth,low
L1012_05_032,C1012_05,10-12,15-18,Innovators,pitch_scaffold,written,tablet_mix,light,audio_support,mixed,balanced,needs_structure,low
L1012_05_033,C1012_05,10-12,15-18,Innovators,general,presentation,tablet_mix,light,visual_support,irregular,cautious,variable_growth,low
L1012_05_034,C1012_05,10-12,15-18,Innovators,experiment_template,deck_notes,tablet_mix,moderate,organization_support,mixed,balanced,high_stable,high
L1012_05_035,C1012_05,10-12,15-18,Innovators,mentored_checkpoints,presentation,laptop_priority,moderate,none,mixed,confident,variable_growth,low
L1012_05_036,C1012_05,10-12,15-18,Innovators,experiment_template,spreadsheet,shared_device,none,organization_support,mostly_steady,balanced,needs_structure,high
L1012_05_037,C1012_05,10-12,15-18,Innovators,general,presentation,laptop_priority,light,extended_time,irregular,cautious,steady_growth,medium
L1012_05_038,C1012_05,10-12,15-18,Innovators,general,spreadsheet,1to1_device,moderate,organization_support,mixed,cautious,needs_structure,high
L1012_05_039,C1012_05,10-12,15-18,Innovators,mentored_checkpoints,spreadsheet,tablet_mix,none,visual_support,irregular,balanced,needs_structure,low
L1012_05_040,C1012_05,10-12,15-18,Innovators,pitch_scaffold,written,1to1_device,light,visual_support,steady,cautious,steady_growth,high
L1012_05_041,C1012_05,10-12,15-18,Innovators,pitch_scaffold,spreadsheet,shared_device,moderate,organization_support,irregular,balanced,steady_growth,high
L1012_05_042,C1012_05,10-12,15-18,Innovators,mentored_checkpoints,deck_notes,laptop_priority,moderate,visual_support,steady,confident,steady_growth,medium
L1012_05_043,C1012_05,10-12,15-18,Innovators,caption_support,mixed,laptop_priority,light,audio_support,mixed,confident,steady_growth,low
L1012_05_044,C1012_05,10-12,15-18,Innovators,pitch_scaffold,deck_notes,laptop_priority,moderate,extended_time,irregular,cautious,variable_growth,medium
L1012_05_045,C1012_05,10-12,15-18,Innovators,general,mixed,1to1_device,light,visual_support,mixed,confident,steady_growth,medium
L1012_05_046,C1012_05,10-12,15-18,Innovators,pitch_scaffold,spreadsheet,tablet_mix,moderate,none,irregular,confident,steady_growth,medium
L1012_05_047,C1012_05,10-12,15-18,Innovators,pitch_scaffold,mixed,laptop_priority,light,extended_time,steady,cautious,late_bloom,high
L1012_05_048,C1012_05,10-12,15-18,Innovators,experiment_template,presentation,1to1_device,none,none,mixed,cautious,steady_growth,low
L1012_05_049,C1012_05,10-12,15-18,Innovators,pitch_scaffold,deck_notes,shared_device,moderate,organization_support,irregular,cautious,variable_growth,low
L1012_05_050,C1012_05,10-12,15-18,Innovators,caption_support,mixed,1to1_device,none,none,steady,balanced,variable_growth,low
L1012_05_051,C1012_05,10-12,15-18,Innovators,general,deck_notes,1to1_device,none,visual_support,irregular,overconfident,needs_structure,low
L1012_05_052,C1012_05,10-12,15-18,Innovators,pitch_scaffold,mixed,laptop_priority,light,none,irregular,overconfident,late_bloom,low
L1012_05_053,C1012_05,10-12,15-18,Innovators,experiment_template,spreadsheet,1to1_device,none,none,mixed,confident,variable_growth,medium
L1012_05_054,C1012_05,10-12,15-18,Innovators,caption_support,spreadsheet,tablet_mix,none,visual_support,steady,confident,variable_growth,low
L1012_05_055,C1012_05,10-12,15-18,Innovators,mentored_checkpoints,spreadsheet,tablet_mix,none,none,steady,cautious,late_bloom,low
L1012_05_056,C1012_05,10-12,15-18,Innovators,caption_support,deck_notes,tablet_mix,none,audio_support,irregular,cautious,late_bloom,medium
L1012_05_057,C1012_05,10-12,15-18,Innovators,experiment_template,written,tablet_mix,none,extended_time,mostly_steady,balanced,high_stable,high
L1012_05_058,C1012_05,10-12,15-18,Innovators,pitch_scaffold,deck_notes,shared_device,moderate,extended_time,mixed,balanced,high_stable,medium
L1012_05_059,C1012_05,10-12,15-18,Innovators,pitch_scaffold,spreadsheet,tablet_mix,none,none,mostly_steady,balanced,steady_growth,low
L1012_05_060,C1012_05,10-12,15-18,Innovators,general,presentation,1to1_device,none,organization_support,mostly_steady,cautious,steady_growth,high
L1012_06_001,C1012_06,10-12,15-18,Innovators,general,spreadsheet,shared_device,light,none,mostly_steady,confident,steady_growth,high
L1012_06_002,C1012_06,10-12,15-18,Innovators,caption_support,mixed,laptop_priority,moderate,visual_support,steady,overconfident,late_bloom,high
L1012_06_003,C1012_06,10-12,15-18,Innovators,mentored_checkpoints,written,1to1_device,moderate,audio_support,mostly_steady,overconfident,variable_growth,medium
L1012_06_004,C1012_06,10-12,15-18,Innovators,experiment_template,presentation,1to1_device,light,visual_support,mostly_steady,balanced,high_stable,medium
L1012_06_005,C1012_06,10-12,15-18,Innovators,experiment_template,presentation,1to1_device,light,none,irregular,balanced,high_stable,medium
L1012_06_006,C1012_06,10-12,15-18,Innovators,caption_support,deck_notes,tablet_mix,moderate,extended_time,steady,overconfident,high_stable,low
L1012_06_007,C1012_06,10-12,15-18,Innovators,caption_support,mixed,1to1_device,light,visual_support,mixed,overconfident,variable_growth,medium
L1012_06_008,C1012_06,10-12,15-18,Innovators,general,presentation,1to1_device,none,none,mostly_steady,balanced,needs_structure,low
L1012_06_009,C1012_06,10-12,15-18,Innovators,caption_support,presentation,shared_device,none,audio_support,irregular,overconfident,high_stable,medium
L1012_06_010,C1012_06,10-12,15-18,Innovators,general,written,laptop_priority,light,visual_support,steady,confident,needs_structure,medium
L1012_06_011,C1012_06,10-12,15-18,Innovators,experiment_template,mixed,laptop_priority,moderate,extended_time,mostly_steady,overconfident,variable_growth,high
L1012_06_012,C1012_06,10-12,15-18,Innovators,caption_support,mixed,laptop_priority,light,organization_support,irregular,balanced,high_stable,low
L1012_06_013,C1012_06,10-12,15-18,Innovators,mentored_checkpoints,mixed,tablet_mix,light,none,mostly_steady,cautious,needs_structure,medium
L1012_06_014,C1012_06,10-12,15-18,Innovators,pitch_scaffold,deck_notes,tablet_mix,none,visual_support,steady,overconfident,high_stable,low
L1012_06_015,C1012_06,10-12,15-18,Innovators,mentored_checkpoints,written,1to1_device,light,organization_support,steady,overconfident,variable_growth,low
L1012_06_016,C1012_06,10-12,15-18,Innovators,pitch_scaffold,deck_notes,laptop_priority,light,extended_time,steady,overconfident,steady_growth,low
L1012_06_017,C1012_06,10-12,15-18,Innovators,caption_support,presentation,laptop_priority,moderate,extended_time,mostly_steady,balanced,needs_structure,medium
L1012_06_018,C1012_06,10-12,15-18,Innovators,pitch_scaffold,deck_notes,1to1_device,moderate,audio_support,mixed,balanced,late_bloom,high
L1012_06_019,C1012_06,10-12,15-18,Innovators,mentored_checkpoints,written,1to1_device,moderate,extended_time,steady,balanced,high_stable,low
L1012_06_020,C1012_06,10-12,15-18,Innovators,mentored_checkpoints,written,shared_device,moderate,visual_support,mixed,overconfident,high_stable,low
L1012_06_021,C1012_06,10-12,15-18,Innovators,caption_support,written,laptop_priority,none,visual_support,mostly_steady,overconfident,steady_growth,low
L1012_06_022,C1012_06,10-12,15-18,Innovators,caption_support,spreadsheet,laptop_priority,light,extended_time,mostly_steady,confident,high_stable,low
L1012_06_023,C1012_06,10-12,15-18,Innovators,mentored_checkpoints,spreadsheet,tablet_mix,moderate,organization_support,mixed,overconfident,high_stable,low
L1012_06_024,C1012_06,10-12,15-18,Innovators,pitch_scaffold,mixed,shared_device,light,extended_time,irregular,confident,late_bloom,low
L1012_06_025,C1012_06,10-12,15-18,Innovators,general,spreadsheet,shared_device,none,organization_support,steady,cautious,variable_growth,high
L1012_06_026,C1012_06,10-12,15-18,Innovators,experiment_template,spreadsheet,laptop_priority,light,none,mixed,overconfident,needs_structure,medium
L1012_06_027,C1012_06,10-12,15-18,Innovators,experiment_template,mixed,laptop_priority,moderate,audio_support,mixed,cautious,variable_growth,high
L1012_06_028,C1012_06,10-12,15-18,Innovators,caption_support,mixed,shared_device,moderate,none,steady,overconfident,needs_structure,medium
L1012_06_029,C1012_06,10-12,15-18,Innovators,caption_support,written,shared_device,moderate,extended_time,steady,confident,late_bloom,low
L1012_06_030,C1012_06,10-12,15-18,Innovators,mentored_checkpoints,mixed,1to1_device,none,none,steady,balanced,variable_growth,low
L1012_06_031,C1012_06,10-12,15-18,Innovators,experiment_template,presentation,1to1_device,light,audio_support,steady,overconfident,needs_structure,medium
L1012_06_032,C1012_06,10-12,15-18,Innovators,experiment_template,spreadsheet,1to1_device,light,extended_time,mostly_steady,overconfident,late_bloom,medium
L1012_06_033,C1012_06,10-12,15-18,Innovators,mentored_checkpoints,deck_notes,laptop_priority,none,none,steady,balanced,variable_growth,low
L1012_06_034,C1012_06,10-12,15-18,Innovators,experiment_template,mixed,shared_device,none,extended_time,mixed,confident,needs_structure,medium
L1012_06_035,C1012_06,10-12,15-18,Innovators,general,written,tablet_mix,moderate,audio_support,irregular,confident,late_bloom,low
L1012_06_036,C1012_06,10-12,15-18,Innovators,mentored_checkpoints,presentation,laptop_priority,none,visual_support,irregular,confident,late_bloom,high
L1012_06_037,C1012_06,10-12,15-18,Innovators,caption_support,written,1to1_device,none,visual_support,irregular,balanced,variable_growth,low
L1012_06_038,C1012_06,10-12,15-18,Innovators,caption_support,deck_notes,laptop_priority,none,visual_support,steady,confident,high_stable,low
L1012_06_039,C1012_06,10-12,15-18,Innovators,experiment_template,presentation,tablet_mix,moderate,extended_time,mixed,cautious,variable_growth,high
L1012_06_040,C1012_06,10-12,15-18,Innovators,general,spreadsheet,laptop_priority,moderate,audio_support,mixed,confident,high_stable,medium
L1012_06_041,C1012_06,10-12,15-18,Innovators,caption_support,mixed,shared_device,moderate,none,irregular,overconfident,variable_growth,low
L1012_06_042,C1012_06,10-12,15-18,Innovators,experiment_template,deck_notes,shared_device,none,audio_support,irregular,balanced,needs_structure,low
L1012_06_043,C1012_06,10-12,15-18,Innovators,pitch_scaffold,presentation,1to1_device,moderate,organization_support,mostly_steady,confident,late_bloom,low
L1012_06_044,C1012_06,10-12,15-18,Innovators,caption_support,written,1to1_device,light,none,steady,balanced,needs_structure,high
L1012_06_045,C1012_06,10-12,15-18,Innovators,pitch_scaffold,presentation,tablet_mix,light,extended_time,steady,overconfident,high_stable,medium
L1012_06_046,C1012_06,10-12,15-18,Innovators,general,written,shared_device,light,none,mixed,balanced,steady_growth,low
L1012_06_047,C1012_06,10-12,15-18,Innovators,general,spreadsheet,1to1_device,moderate,none,steady,confident,late_bloom,low
L1012_06_048,C1012_06,10-12,15-18,Innovators,experiment_template,spreadsheet,shared_device,light,extended_time,mixed,balanced,variable_growth,low
L1012_06_049,C1012_06,10-12,15-18,Innovators,experiment_template,mixed,tablet_mix,none,none,mostly_steady,overconfident,high_stable,low
L1012_06_050,C1012_06,10-12,15-18,Innovators,caption_support,mixed,tablet_mix,moderate,extended_time,irregular,confident,steady_growth,medium
L1012_06_051,C1012_06,10-12,15-18,Innovators,pitch_scaffold,written,shared_device,light,none,mostly_steady,confident,late_bloom,low
L1012_06_052,C1012_06,10-12,15-18,Innovators,experiment_template,presentation,1to1_device,none,none,mostly_steady,overconfident,variable_growth,low
L1012_06_053,C1012_06,10-12,15-18,Innovators,general,presentation,laptop_priority,moderate,extended_time,mixed,confident,needs_structure,low
L1012_06_054,C1012_06,10-12,15-18,Innovators,pitch_scaffold,mixed,shared_device,none,organization_support,steady,overconfident,high_stable,low
L1012_06_055,C1012_06,10-12,15-18,Innovators,general,spreadsheet,laptop_priority,none,extended_time,steady,cautious,high_stable,high
L1012_06_056,C1012_06,10-12,15-18,Innovators,experiment_template,presentation,tablet_mix,moderate,none,mostly_steady,balanced,needs_structure,high
L1012_06_057,C1012_06,10-12,15-18,Innovators,experiment_template,mixed,laptop_priority,light,organization_support,mostly_steady,confident,high_stable,high
L1012_06_058,C1012_06,10-12,15-18,Innovators,general,written,laptop_priority,none,none,irregular,confident,needs_structure,low
L1012_06_059,C1012_06,10-12,15-18,Innovators,mentored_checkpoints,written,shared_device,moderate,organization_support,irregular,balanced,late_bloom,low
L1012_06_060,C1012_06,10-12,15-18,Innovators,caption_support,written,shared_device,light,visual_support,mixed,confident,needs_structure,medium
L1012_07_001,C1012_07,10-12,15-18,Innovators,caption_support,presentation,1to1_device,none,none,mixed,cautious,needs_structure,medium
L1012_07_002,C1012_07,10-12,15-18,Innovators,experiment_template,presentation,laptop_priority,light,extended_time,mixed,overconfident,steady_growth,high
L1012_07_003,C1012_07,10-12,15-18,Innovators,experiment_template,spreadsheet,laptop_priority,none,audio_support,mixed,confident,steady_growth,medium
L1012_07_004,C1012_07,10-12,15-18,Innovators,mentored_checkpoints,deck_notes,1to1_device,light,visual_support,mostly_steady,confident,late_bloom,low
L1012_07_005,C1012_07,10-12,15-18,Innovators,pitch_scaffold,written,shared_device,moderate,none,mostly_steady,overconfident,high_stable,medium
L1012_07_006,C1012_07,10-12,15-18,Innovators,pitch_scaffold,mixed,shared_device,moderate,none,steady,balanced,needs_structure,low
L1012_07_007,C1012_07,10-12,15-18,Innovators,caption_support,spreadsheet,tablet_mix,none,extended_time,steady,confident,variable_growth,low
L1012_07_008,C1012_07,10-12,15-18,Innovators,caption_support,spreadsheet,laptop_priority,light,none,mostly_steady,overconfident,variable_growth,high
L1012_07_009,C1012_07,10-12,15-18,Innovators,pitch_scaffold,presentation,laptop_priority,light,audio_support,mixed,balanced,steady_growth,low
L1012_07_010,C1012_07,10-12,15-18,Innovators,mentored_checkpoints,written,laptop_priority,moderate,none,mixed,confident,late_bloom,medium
L1012_07_011,C1012_07,10-12,15-18,Innovators,caption_support,mixed,1to1_device,moderate,organization_support,mixed,overconfident,high_stable,medium
L1012_07_012,C1012_07,10-12,15-18,Innovators,experiment_template,deck_notes,laptop_priority,moderate,none,mostly_steady,balanced,late_bloom,high
L1012_07_013,C1012_07,10-12,15-18,Innovators,mentored_checkpoints,written,shared_device,moderate,organization_support,mixed,balanced,needs_structure,medium
L1012_07_014,C1012_07,10-12,15-18,Innovators,mentored_checkpoints,mixed,1to1_device,light,extended_time,mostly_steady,balanced,late_bloom,low
L1012_07_015,C1012_07,10-12,15-18,Innovators,caption_support,deck_notes,shared_device,none,none,steady,cautious,high_stable,medium
L1012_07_016,C1012_07,10-12,15-18,Innovators,experiment_template,deck_notes,1to1_device,light,organization_support,mixed,confident,late_bloom,high
L1012_07_017,C1012_07,10-12,15-18,Innovators,caption_support,deck_notes,shared_device,light,visual_support,mixed,confident,needs_structure,low
L1012_07_018,C1012_07,10-12,15-18,Innovators,general,written,shared_device,moderate,audio_support,mixed,cautious,high_stable,medium
L1012_07_019,C1012_07,10-12,15-18,Innovators,general,deck_notes,1to1_device,moderate,audio_support,irregular,cautious,late_bloom,low
L1012_07_020,C1012_07,10-12,15-18,Innovators,pitch_scaffold,mixed,laptop_priority,light,organization_support,mixed,cautious,needs_structure,high
L1012_07_021,C1012_07,10-12,15-18,Innovators,caption_support,spreadsheet,shared_device,moderate,organization_support,steady,confident,needs_structure,low
L1012_07_022,C1012_07,10-12,15-18,Innovators,general,mixed,1to1_device,moderate,organization_support,steady,overconfident,needs_structure,medium
L1012_07_023,C1012_07,10-12,15-18,Innovators,mentored_checkpoints,written,shared_device,moderate,visual_support,mixed,balanced,steady_growth,high
L1012_07_024,C1012_07,10-12,15-18,Innovators,general,spreadsheet,1to1_device,none,organization_support,mixed,overconfident,steady_growth,low
L1012_07_025,C1012_07,10-12,15-18,Innovators,pitch_scaffold,written,1to1_device,light,none,irregular,confident,late_bloom,medium
L1012_07_026,C1012_07,10-12,15-18,Innovators,pitch_scaffold,mixed,tablet_mix,light,extended_time,irregular,overconfident,needs_structure,high
L1012_07_027,C1012_07,10-12,15-18,Innovators,caption_support,deck_notes,1to1_device,light,audio_support,irregular,confident,high_stable,medium
L1012_07_028,C1012_07,10-12,15-18,Innovators,general,presentation,shared_device,none,organization_support,mixed,cautious,variable_growth,low
L1012_07_029,C1012_07,10-12,15-18,Innovators,pitch_scaffold,written,shared_device,light,none,mostly_steady,overconfident,steady_growth,low
L1012_07_030,C1012_07,10-12,15-18,Innovators,caption_support,deck_notes,1to1_device,light,organization_support,mixed,overconfident,needs_structure,low
L1012_07_031,C1012_07,10-12,15-18,Innovators,mentored_checkpoints,deck_notes,1to1_device,light,audio_support,mixed,confident,variable_growth,low
L1012_07_032,C1012_07,10-12,15-18,Innovators,experiment_template,deck_notes,tablet_mix,moderate,none,steady,overconfident,late_bloom,low
L1012_07_033,C1012_07,10-12,15-18,Innovators,mentored_checkpoints,deck_notes,laptop_priority,light,extended_time,irregular,confident,high_stable,medium
L1012_07_034,C1012_07,10-12,15-18,Innovators,caption_support,presentation,1to1_device,none,audio_support,steady,balanced,variable_growth,high
L1012_07_035,C1012_07,10-12,15-18,Innovators,caption_support,spreadsheet,1to1_device,moderate,audio_support,irregular,overconfident,high_stable,high
L1012_07_036,C1012_07,10-12,15-18,Innovators,pitch_scaffold,mixed,tablet_mix,moderate,organization_support,steady,cautious,variable_growth,low
L1012_07_037,C1012_07,10-12,15-18,Innovators,pitch_scaffold,presentation,laptop_priority,none,organization_support,irregular,confident,high_stable,medium
L1012_07_038,C1012_07,10-12,15-18,Innovators,general,presentation,1to1_device,moderate,audio_support,mostly_steady,overconfident,high_stable,medium
L1012_07_039,C1012_07,10-12,15-18,Innovators,mentored_checkpoints,presentation,laptop_priority,none,organization_support,steady,cautious,late_bloom,low
L1012_07_040,C1012_07,10-12,15-18,Innovators,pitch_scaffold,deck_notes,1to1_device,none,organization_support,steady,confident,needs_structure,low
L1012_07_041,C1012_07,10-12,15-18,Innovators,pitch_scaffold,presentation,laptop_priority,light,audio_support,mostly_steady,overconfident,variable_growth,low
L1012_07_042,C1012_07,10-12,15-18,Innovators,caption_support,mixed,tablet_mix,light,extended_time,irregular,cautious,steady_growth,medium
L1012_07_043,C1012_07,10-12,15-18,Innovators,caption_support,deck_notes,shared_device,light,none,mostly_steady,confident,high_stable,low
L1012_07_044,C1012_07,10-12,15-18,Innovators,pitch_scaffold,mixed,1to1_device,none,organization_support,steady,cautious,high_stable,medium
L1012_07_045,C1012_07,10-12,15-18,Innovators,pitch_scaffold,written,laptop_priority,moderate,extended_time,mostly_steady,confident,variable_growth,low
L1012_07_046,C1012_07,10-12,15-18,Innovators,caption_support,deck_notes,laptop_priority,moderate,extended_time,mixed,overconfident,needs_structure,medium
L1012_07_047,C1012_07,10-12,15-18,Innovators,pitch_scaffold,spreadsheet,1to1_device,light,none,irregular,balanced,variable_growth,low
L1012_07_048,C1012_07,10-12,15-18,Innovators,pitch_scaffold,presentation,tablet_mix,none,organization_support,irregular,cautious,variable_growth,high
L1012_07_049,C1012_07,10-12,15-18,Innovators,mentored_checkpoints,spreadsheet,laptop_priority,none,extended_time,mixed,cautious,steady_growth,low
L1012_07_050,C1012_07,10-12,15-18,Innovators,caption_support,written,tablet_mix,moderate,visual_support,irregular,confident,steady_growth,low
L1012_07_051,C1012_07,10-12,15-18,Innovators,experiment_template,spreadsheet,laptop_priority,moderate,organization_support,steady,balanced,needs_structure,medium
