ai_trace_id,record_id,learner_id,cohort_id,session_id,grade_band,ai_mode,ai_prompt,ai_suggestion_category,ai_suggestion_summary,learner_change_summary,disclosure_quality,human_verified,trace_ts
AI_core_L1012_10_058_05_03,core_L1012_10_058_05_03,L1012_10_058,C1012_10,S_C1012_10_05,10-12,student_independent_audited,Give a few example cases I could test for food waste from cafeterias.,example_list,suggested additional test examples,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-04T08:43:00
AI_core_L1012_10_058_06_04,core_L1012_10_058_06_04,L1012_10_058,C1012_10,S_C1012_10_06,10-12,student_independent_audited,Give feedback on this idea for food waste from cafeterias and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-11T12:47:00
AI_core_L1012_10_059_02_02,core_L1012_10_059_02_02,L1012_10_059,C1012_10,S_C1012_10_02,10-12,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-13T10:44:00
AI_core_L1012_10_059_08_05,core_L1012_10_059_08_05,L1012_10_059,C1012_10,S_C1012_10_08,10-12,student_independent_audited,Give a few example cases I could test for water leak reporting delays.,example_list,suggested additional test examples,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-25T08:33:00
AI_core_L1012_10_060_08_05,core_L1012_10_060_08_05,L1012_10_060,C1012_10,S_C1012_10_08,10-12,student_independent_audited,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-05-25T08:07:00
AI_core_L1012_11_001_08_05,core_L1012_11_001_08_05,L1012_11_001,C1012_11,S_C1012_11_08,10-12,student_optional,Give a few example cases I could test for food waste from cafeterias.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-06-01T11:03:00
AI_core_L1012_11_002_02_01,core_L1012_11_002_02_01,L1012_11_002,C1012_11,S_C1012_11_02,10-12,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-04-20T09:13:00
AI_core_L1012_11_002_03_02,core_L1012_11_002_03_02,L1012_11_002,C1012_11,S_C1012_11_03,10-12,student_optional,Give feedback on this idea for local mental health support navigation and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-27T08:37:00
AI_core_L1012_11_002_05_03,core_L1012_11_002_05_03,L1012_11_002,C1012_11,S_C1012_11_05,10-12,student_supervised,Give feedback on this idea for local mental health support navigation and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-11T12:20:00
AI_core_L1012_11_002_06_04,core_L1012_11_002_06_04,L1012_11_002,C1012_11,S_C1012_11_06,10-12,student_independent_audited,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-18T10:00:00
AI_core_L1012_11_003_06_03,core_L1012_11_003_06_03,L1012_11_003,C1012_11,S_C1012_11_06,10-12,student_optional,Give a few example cases I could test for student tutoring access.,example_list,suggested additional test examples,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-18T11:18:00
AI_core_L1012_11_003_07_04,core_L1012_11_003_07_04,L1012_11_003,C1012_11,S_C1012_11_07,10-12,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-25T12:17:00
AI_core_L1012_11_003_08_05,core_L1012_11_003_08_05,L1012_11_003,C1012_11,S_C1012_11_08,10-12,student_optional,Give me 3 starting ideas for student tutoring access for a high school students in a district learning hub.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-06-01T11:00:00
AI_core_L1012_11_004_01_01,core_L1012_11_004_01_01,L1012_11_004,C1012_11,S_C1012_11_01,10-12,student_independent_audited,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-13T10:53:00
AI_core_L1012_11_004_04_03,core_L1012_11_004_04_03,L1012_11_004,C1012_11,S_C1012_11_04,10-12,student_supervised,Give a few example cases I could test for community recycling contamination.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-04T09:27:00
AI_core_L1012_11_005_01_01,core_L1012_11_005_01_01,L1012_11_005,C1012_11,S_C1012_11_01,10-12,student_independent_audited,Give me 3 starting ideas for youth transit confusion for a students in a city bus system.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-13T14:35:00
AI_core_L1012_11_005_04_03,core_L1012_11_005_04_03,L1012_11_005,C1012_11,S_C1012_11_04,10-12,student_optional,Give me 3 starting ideas for youth transit confusion for a students in a city bus system.,generic_support,suggested starter ideas,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-04T13:22:00
AI_core_L1012_11_006_02_01,core_L1012_11_006_02_01,L1012_11_006,C1012_11,S_C1012_11_02,10-12,student_independent_audited,Give me 3 starting ideas for family scheduling stress for a working parents in a after-school planning.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-20T10:18:00
AI_core_L1012_11_006_03_02,core_L1012_11_006_03_02,L1012_11_006,C1012_11,S_C1012_11_03,10-12,student_independent_audited,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-27T08:36:00
AI_core_L1012_11_006_07_05,core_L1012_11_006_07_05,L1012_11_006,C1012_11,S_C1012_11_07,10-12,student_independent_audited,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-25T13:43:00
AI_core_L1012_11_008_06_05,core_L1012_11_008_06_05,L1012_11_008,C1012_11,S_C1012_11_06,10-12,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-18T13:58:00
AI_core_L1012_11_009_02_01,core_L1012_11_009_02_01,L1012_11_009,C1012_11,S_C1012_11_02,10-12,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-04-20T11:42:00
AI_core_L1012_11_010_04_02,core_L1012_11_010_04_02,L1012_11_010,C1012_11,S_C1012_11_04,10-12,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-04T13:39:00
AI_core_L1012_11_011_07_04,core_L1012_11_011_07_04,L1012_11_011,C1012_11,S_C1012_11_07,10-12,student_supervised,Give me 3 starting ideas for water leak reporting delays for a maintenance teams in a school facilities.,generic_support,suggested starter ideas,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-25T10:40:00
AI_core_L1012_11_012_05_02,core_L1012_11_012_05_02,L1012_11_012,C1012_11,S_C1012_11_05,10-12,student_independent_audited,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-11T09:24:00
AI_core_L1012_11_014_08_05,core_L1012_11_014_08_05,L1012_11_014,C1012_11,S_C1012_11_08,10-12,student_independent_audited,Give feedback on this idea for family scheduling stress and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-06-01T09:43:00
AI_core_L1012_11_015_02_01,core_L1012_11_015_02_01,L1012_11_015,C1012_11,S_C1012_11_02,10-12,student_independent_audited,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-20T13:21:00
AI_core_L1012_11_015_03_02,core_L1012_11_015_03_02,L1012_11_015,C1012_11,S_C1012_11_03,10-12,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-27T13:13:00
AI_core_L1012_11_015_04_03,core_L1012_11_015_04_03,L1012_11_015,C1012_11,S_C1012_11_04,10-12,student_supervised,Give me 3 starting ideas for water leak reporting delays for a maintenance teams in a school facilities.,generic_support,suggested starter ideas,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-04T12:04:00
AI_core_L1012_11_015_06_05,core_L1012_11_015_06_05,L1012_11_015,C1012_11,S_C1012_11_06,10-12,student_optional,Give feedback on this idea for water leak reporting delays and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-18T08:34:00
AI_core_L1012_11_016_07_05,core_L1012_11_016_07_05,L1012_11_016,C1012_11,S_C1012_11_07,10-12,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-25T10:23:00
AI_core_L1012_11_018_02_01,core_L1012_11_018_02_01,L1012_11_018,C1012_11,S_C1012_11_02,10-12,student_optional,Give me 3 starting ideas for local mental health support navigation for a teens in a community services.,generic_support,suggested starter ideas,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-20T11:21:00
AI_core_L1012_11_019_07_04,core_L1012_11_019_07_04,L1012_11_019,C1012_11,S_C1012_11_07,10-12,student_supervised,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-25T10:14:00
AI_core_L1012_11_021_02_01,core_L1012_11_021_02_01,L1012_11_021,C1012_11,S_C1012_11_02,10-12,student_independent_audited,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-04-20T08:13:00
AI_core_L1012_11_021_05_03,core_L1012_11_021_05_03,L1012_11_021,C1012_11,S_C1012_11_05,10-12,student_independent_audited,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-11T14:16:00
AI_core_L1012_11_021_07_04,core_L1012_11_021_07_04,L1012_11_021,C1012_11,S_C1012_11_07,10-12,student_independent_audited,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-05-25T11:14:00
AI_core_L1012_11_021_08_05,core_L1012_11_021_08_05,L1012_11_021,C1012_11,S_C1012_11_08,10-12,student_independent_audited,Give me 3 starting ideas for family scheduling stress for a working parents in a after-school planning.,generic_support,suggested starter ideas,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-06-01T09:08:00
AI_core_L1012_11_023_08_05,core_L1012_11_023_08_05,L1012_11_023,C1012_11,S_C1012_11_08,10-12,student_independent_audited,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-06-01T11:49:00
AI_core_L1012_11_024_02_01,core_L1012_11_024_02_01,L1012_11_024,C1012_11,S_C1012_11_02,10-12,student_independent_audited,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-20T09:08:00
AI_core_L1012_11_024_07_04,core_L1012_11_024_07_04,L1012_11_024,C1012_11,S_C1012_11_07,10-12,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-05-25T07:51:00
AI_core_L1012_11_025_04_04,core_L1012_11_025_04_04,L1012_11_025,C1012_11,S_C1012_11_04,10-12,student_independent_audited,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-04T14:17:00
AI_core_L1012_11_025_08_05,core_L1012_11_025_08_05,L1012_11_025,C1012_11,S_C1012_11_08,10-12,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-06-01T11:05:00
AI_core_L1012_11_026_05_03,core_L1012_11_026_05_03,L1012_11_026,C1012_11,S_C1012_11_05,10-12,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-11T14:04:00
AI_core_L1012_11_028_01_01,core_L1012_11_028_01_01,L1012_11_028,C1012_11,S_C1012_11_01,10-12,student_independent_audited,Give a few example cases I could test for local mental health support navigation.,example_list,suggested additional test examples,I kept one part and changed the rest with my own words/work.,complete,True,2026-04-13T12:29:00
AI_core_L1012_11_028_04_02,core_L1012_11_028_04_02,L1012_11_028,C1012_11,S_C1012_11_04,10-12,student_independent_audited,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-04T14:20:00
AI_core_L1012_11_029_01_01,core_L1012_11_029_01_01,L1012_11_029,C1012_11,S_C1012_11_01,10-12,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-04-13T14:38:00
AI_core_L1012_11_031_07_04,core_L1012_11_031_07_04,L1012_11_031,C1012_11,S_C1012_11_07,10-12,student_independent_audited,Give me 3 starting ideas for water leak reporting delays for a maintenance teams in a school facilities.,generic_support,suggested starter ideas,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-05-25T14:13:00
AI_core_L1012_11_032_03_03,core_L1012_11_032_03_03,L1012_11_032,C1012_11,S_C1012_11_03,10-12,student_independent_audited,Give feedback on this idea for water leak reporting delays and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-27T11:03:00
AI_core_L1012_11_032_04_04,core_L1012_11_032_04_04,L1012_11_032,C1012_11,S_C1012_11_04,10-12,student_independent_audited,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-04T11:59:00
AI_core_L1012_11_033_04_02,core_L1012_11_033_04_02,L1012_11_033,C1012_11,S_C1012_11_04,10-12,student_independent_audited,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-04T13:06:00
AI_core_L1012_11_033_08_05,core_L1012_11_033_08_05,L1012_11_033,C1012_11,S_C1012_11_08,10-12,student_optional,Give a few example cases I could test for student tutoring access.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-06-01T10:17:00
AI_core_L1012_11_034_01_01,core_L1012_11_034_01_01,L1012_11_034,C1012_11,S_C1012_11_01,10-12,student_optional,Give a few example cases I could test for small business inventory waste.,example_list,suggested additional test examples,I kept one part and changed the rest with my own words/work.,complete,True,2026-04-13T14:13:00
AI_core_L1012_11_034_02_02,core_L1012_11_034_02_02,L1012_11_034,C1012_11,S_C1012_11_02,10-12,student_supervised,Give feedback on this idea for small business inventory waste and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept one part and changed the rest with my own words/work.,complete,True,2026-04-20T09:30:00
AI_core_L1012_11_034_05_04,core_L1012_11_034_05_04,L1012_11_034,C1012_11,S_C1012_11_05,10-12,student_optional,Give a few example cases I could test for small business inventory waste.,example_list,suggested additional test examples,I kept one part and changed the rest with my own words/work.,partial,True,2026-05-11T13:38:00
AI_core_L1012_11_034_06_05,core_L1012_11_034_06_05,L1012_11_034,C1012_11,S_C1012_11_06,10-12,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept one part and changed the rest with my own words/work.,complete,True,2026-05-18T08:57:00
AI_core_L1012_11_035_03_02,core_L1012_11_035_03_02,L1012_11_035,C1012_11,S_C1012_11_03,10-12,student_independent_audited,Give me 3 starting ideas for small business inventory waste for a shop owners in a main street.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-27T08:16:00
AI_core_L1012_11_036_02_01,core_L1012_11_036_02_01,L1012_11_036,C1012_11,S_C1012_11_02,10-12,student_optional,Give me 3 starting ideas for local mental health support navigation for a teens in a community services.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-04-20T11:32:00
AI_core_L1012_11_036_03_02,core_L1012_11_036_03_02,L1012_11_036,C1012_11,S_C1012_11_03,10-12,student_optional,Give me 3 starting ideas for local mental health support navigation for a teens in a community services.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-27T14:37:00
AI_core_L1012_11_036_07_05,core_L1012_11_036_07_05,L1012_11_036,C1012_11,S_C1012_11_07,10-12,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-25T10:05:00
AI_core_L1012_11_037_01_01,core_L1012_11_037_01_01,L1012_11_037,C1012_11,S_C1012_11_01,10-12,student_independent_audited,Give a few example cases I could test for water leak reporting delays.,example_list,suggested additional test examples,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-04-13T10:56:00
AI_core_L1012_11_037_02_02,core_L1012_11_037_02_02,L1012_11_037,C1012_11,S_C1012_11_02,10-12,student_optional,Give me 3 starting ideas for water leak reporting delays for a maintenance teams in a school facilities.,generic_support,suggested starter ideas,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-20T12:47:00
AI_core_L1012_11_037_07_05,core_L1012_11_037_07_05,L1012_11_037,C1012_11,S_C1012_11_07,10-12,student_independent_audited,Give me 3 starting ideas for water leak reporting delays for a maintenance teams in a school facilities.,generic_support,suggested starter ideas,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-05-25T12:28:00
AI_core_L1012_11_039_01_01,core_L1012_11_039_01_01,L1012_11_039,C1012_11,S_C1012_11_01,10-12,student_independent_audited,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-13T10:54:00
AI_core_L1012_11_039_05_04,core_L1012_11_039_05_04,L1012_11_039,C1012_11,S_C1012_11_05,10-12,student_supervised,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-11T14:04:00
AI_core_L1012_11_042_01_01,core_L1012_11_042_01_01,L1012_11_042,C1012_11,S_C1012_11_01,10-12,student_supervised,Give feedback on this idea for local mental health support navigation and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-13T08:08:00
AI_core_L1012_11_043_04_02,core_L1012_11_043_04_02,L1012_11_043,C1012_11,S_C1012_11_04,10-12,student_supervised,Give feedback on this idea for family scheduling stress and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-04T08:14:00
AI_core_L1012_11_043_05_03,core_L1012_11_043_05_03,L1012_11_043,C1012_11,S_C1012_11_05,10-12,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-11T09:50:00
AI_core_L1012_11_045_07_04,core_L1012_11_045_07_04,L1012_11_045,C1012_11,S_C1012_11_07,10-12,student_independent_audited,Give me 3 starting ideas for local mental health support navigation for a teens in a community services.,generic_support,suggested starter ideas,I kept one part and changed the rest with my own words/work.,partial,True,2026-05-25T11:17:00
AI_core_L1012_11_046_01_01,core_L1012_11_046_01_01,L1012_11_046,C1012_11,S_C1012_11_01,10-12,student_optional,Give feedback on this idea for family scheduling stress and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept one part and changed the rest with my own words/work.,complete,True,2026-04-13T14:15:00
AI_core_L1012_11_046_02_02,core_L1012_11_046_02_02,L1012_11_046,C1012_11,S_C1012_11_02,10-12,student_independent_audited,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept one part and changed the rest with my own words/work.,complete,True,2026-04-20T11:43:00
AI_core_L1012_11_046_04_04,core_L1012_11_046_04_04,L1012_11_046,C1012_11,S_C1012_11_04,10-12,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept one part and changed the rest with my own words/work.,complete,True,2026-05-04T07:59:00
AI_core_L1012_11_047_06_03,core_L1012_11_047_06_03,L1012_11_047,C1012_11,S_C1012_11_06,10-12,student_optional,Give me 3 starting ideas for family scheduling stress for a working parents in a after-school planning.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-18T08:18:00
AI_core_L1012_11_047_08_05,core_L1012_11_047_08_05,L1012_11_047,C1012_11,S_C1012_11_08,10-12,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-06-01T11:51:00
AI_core_L1012_11_049_01_01,core_L1012_11_049_01_01,L1012_11_049,C1012_11,S_C1012_11_01,10-12,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-04-13T07:42:00
AI_core_L1012_11_049_04_03,core_L1012_11_049_04_03,L1012_11_049,C1012_11,S_C1012_11_04,10-12,student_independent_audited,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-05-04T13:06:00
AI_core_L1012_11_049_06_04,core_L1012_11_049_06_04,L1012_11_049,C1012_11,S_C1012_11_06,10-12,student_optional,Give me 3 starting ideas for water leak reporting delays for a maintenance teams in a school facilities.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-18T10:14:00
AI_core_L1012_11_049_07_05,core_L1012_11_049_07_05,L1012_11_049,C1012_11,S_C1012_11_07,10-12,student_independent_audited,Give a few example cases I could test for water leak reporting delays.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-25T12:05:00
AI_core_L1012_11_050_02_02,core_L1012_11_050_02_02,L1012_11_050,C1012_11,S_C1012_11_02,10-12,student_optional,Give a few example cases I could test for food waste from cafeterias.,example_list,suggested additional test examples,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-20T10:07:00
AI_core_L1012_11_053_08_05,core_L1012_11_053_08_05,L1012_11_053,C1012_11,S_C1012_11_08,10-12,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-06-01T12:41:00
AI_core_L1012_11_055_03_02,core_L1012_11_055_03_02,L1012_11_055,C1012_11,S_C1012_11_03,10-12,student_optional,Give me 3 starting ideas for youth transit confusion for a students in a city bus system.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-27T10:43:00
AI_core_L1012_11_057_01_01,core_L1012_11_057_01_01,L1012_11_057,C1012_11,S_C1012_11_01,10-12,student_independent_audited,Give a few example cases I could test for youth transit confusion.,example_list,suggested additional test examples,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-04-13T13:00:00
AI_core_L1012_11_057_03_03,core_L1012_11_057_03_03,L1012_11_057,C1012_11,S_C1012_11_03,10-12,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-04-27T09:21:00
AI_core_L1012_11_059_01_01,core_L1012_11_059_01_01,L1012_11_059,C1012_11,S_C1012_11_01,10-12,student_independent_audited,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-13T11:49:00
AI_core_L1012_12_001_07_05,core_L1012_12_001_07_05,L1012_12_001,C1012_12,S_C1012_12_07,10-12,student_independent_audited,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-06-01T14:16:00
AI_core_L1012_12_003_01_01,core_L1012_12_003_01_01,L1012_12_003,C1012_12,S_C1012_12_01,10-12,student_optional,Give feedback on this idea for youth transit confusion and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-20T11:59:00
AI_core_L1012_12_003_03_02,core_L1012_12_003_03_02,L1012_12_003,C1012_12,S_C1012_12_03,10-12,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-05-04T10:01:00
AI_core_L1012_12_003_04_03,core_L1012_12_003_04_03,L1012_12_003,C1012_12,S_C1012_12_04,10-12,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-11T09:01:00
AI_core_L1012_12_003_06_04,core_L1012_12_003_06_04,L1012_12_003,C1012_12,S_C1012_12_06,10-12,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-25T13:17:00
AI_core_L1012_12_004_02_01,core_L1012_12_004_02_01,L1012_12_004,C1012_12,S_C1012_12_02,10-12,student_optional,Give a few example cases I could test for food waste from cafeterias.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-27T10:41:00
AI_core_L1012_12_004_03_02,core_L1012_12_004_03_02,L1012_12_004,C1012_12,S_C1012_12_03,10-12,student_independent_audited,Give a few example cases I could test for food waste from cafeterias.,example_list,suggested additional test examples,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-05-04T10:00:00
