feedback_id,record_id,learner_id,cohort_id,session_id,feedback_focus,peer_feedback,revision_requested,feedback_ts
PF_core_L1012_07_017_05_03,core_L1012_07_017_05_03,L1012_07_017,C1012_07,S_C1012_07_05,safety,Explain why that revision came before the others.,False,2026-04-13T10:16:00
PF_core_L1012_07_017_07_04,core_L1012_07_017_07_04,L1012_07_017,C1012_07,S_C1012_07_07,safety,The claim is strong; name the boundary condition sooner.,False,2026-04-27T10:02:00
PF_core_L1012_07_017_08_05,core_L1012_07_017_08_05,L1012_07_017,C1012_07,S_C1012_07_08,revision,The claim is strong; name the boundary condition sooner.,False,2026-05-04T10:49:00
PF_core_L1012_07_018_01_01,core_L1012_07_018_01_01,L1012_07_018,C1012_07,S_C1012_07_01,safety,Show which part changed after feedback.,True,2026-03-16T09:13:00
PF_core_L1012_07_018_05_03,core_L1012_07_018_05_03,L1012_07_018,C1012_07,S_C1012_07_05,limitations,Show the evidence you used.,True,2026-04-13T12:04:00
PF_core_L1012_07_018_06_04,core_L1012_07_018_06_04,L1012_07_018,C1012_07,S_C1012_07_06,user_focus,Explain one step more clearly.,False,2026-04-20T09:39:00
PF_core_L1012_07_018_07_05,core_L1012_07_018_07_05,L1012_07_018,C1012_07,S_C1012_07_07,evidence,Show which part changed after feedback.,True,2026-04-27T12:24:00
PF_core_L1012_07_019_02_01,core_L1012_07_019_02_01,L1012_07_019,C1012_07,S_C1012_07_02,revision,Point to the evidence behind that claim.,False,2026-03-23T09:20:00
PF_core_L1012_07_019_04_03,core_L1012_07_019_04_03,L1012_07_019,C1012_07,S_C1012_07_04,clarity,Explain why that revision came before the others.,False,2026-04-06T08:35:00
PF_core_L1012_07_019_06_04,core_L1012_07_019_06_04,L1012_07_019,C1012_07,S_C1012_07_06,limitations,Explain why that revision came before the others.,False,2026-04-20T14:37:00
PF_core_L1012_07_019_07_05,core_L1012_07_019_07_05,L1012_07_019,C1012_07,S_C1012_07_07,revision,The claim is strong; name the boundary condition sooner.,False,2026-04-27T09:41:00
PF_core_L1012_07_020_01_01,core_L1012_07_020_01_01,L1012_07_020,C1012_07,S_C1012_07_01,evidence,Point to the evidence behind that claim.,False,2026-03-16T14:01:00
PF_core_L1012_07_020_02_02,core_L1012_07_020_02_02,L1012_07_020,C1012_07,S_C1012_07_02,limitations,Show which part changed after feedback.,True,2026-03-23T08:13:00
PF_core_L1012_07_020_05_03,core_L1012_07_020_05_03,L1012_07_020,C1012_07,S_C1012_07_05,evidence,Explain why that revision came before the others.,False,2026-04-13T09:34:00
PF_core_L1012_07_020_06_04,core_L1012_07_020_06_04,L1012_07_020,C1012_07,S_C1012_07_06,revision,Explain one step more clearly.,False,2026-04-20T12:42:00
PF_core_L1012_07_020_08_05,core_L1012_07_020_08_05,L1012_07_020,C1012_07,S_C1012_07_08,clarity,Explain why that revision came before the others.,False,2026-05-04T12:23:00
PF_core_L1012_07_021_02_02,core_L1012_07_021_02_02,L1012_07_021,C1012_07,S_C1012_07_02,safety,Show the evidence you used.,True,2026-03-23T14:50:00
PF_core_L1012_07_021_04_03,core_L1012_07_021_04_03,L1012_07_021,C1012_07,S_C1012_07_04,user_focus,Show the evidence you used.,True,2026-04-06T10:37:00
PF_core_L1012_07_021_05_04,core_L1012_07_021_05_04,L1012_07_021,C1012_07,S_C1012_07_05,evidence,Say who this helps.,True,2026-04-13T11:18:00
PF_core_L1012_07_022_01_01,core_L1012_07_022_01_01,L1012_07_022,C1012_07,S_C1012_07_01,revision,Point to the evidence behind that claim.,False,2026-03-16T08:25:00
PF_core_L1012_07_022_03_02,core_L1012_07_022_03_02,L1012_07_022,C1012_07,S_C1012_07_03,limitations,Point to the evidence behind that claim.,False,2026-03-30T10:50:00
PF_core_L1012_07_022_06_03,core_L1012_07_022_06_03,L1012_07_022,C1012_07,S_C1012_07_06,limitations,Point to the evidence behind that claim.,False,2026-04-20T14:14:00
PF_core_L1012_07_023_02_01,core_L1012_07_023_02_01,L1012_07_023,C1012_07,S_C1012_07_02,revision,Explain one step more clearly.,False,2026-03-23T09:11:00
PF_core_L1012_07_023_06_03,core_L1012_07_023_06_03,L1012_07_023,C1012_07,S_C1012_07_06,evidence,Explain one step more clearly.,False,2026-04-20T08:46:00
PF_core_L1012_07_023_07_04,core_L1012_07_023_07_04,L1012_07_023,C1012_07,S_C1012_07_07,revision,Explain one step more clearly.,False,2026-04-27T13:19:00
PF_core_L1012_07_023_08_05,core_L1012_07_023_08_05,L1012_07_023,C1012_07,S_C1012_07_08,limitations,Explain one step more clearly.,False,2026-05-04T10:40:00
PF_core_L1012_07_024_01_01,core_L1012_07_024_01_01,L1012_07_024,C1012_07,S_C1012_07_01,safety,Explain why that revision came before the others.,False,2026-03-16T13:34:00
PF_core_L1012_07_024_02_02,core_L1012_07_024_02_02,L1012_07_024,C1012_07,S_C1012_07_02,user_focus,Your idea is clear; add the strongest evidence first.,False,2026-03-23T09:06:00
PF_core_L1012_07_024_06_04,core_L1012_07_024_06_04,L1012_07_024,C1012_07,S_C1012_07_06,revision,Your idea is clear; add the strongest evidence first.,False,2026-04-20T11:33:00
PF_core_L1012_07_024_08_05,core_L1012_07_024_08_05,L1012_07_024,C1012_07,S_C1012_07_08,safety,Strong reasoning—tighten the link between evidence and uncertainty.,False,2026-05-04T12:58:00
PF_core_L1012_07_025_01_01,core_L1012_07_025_01_01,L1012_07_025,C1012_07,S_C1012_07_01,clarity,Show which part changed after feedback.,True,2026-03-16T08:52:00
PF_core_L1012_07_025_03_02,core_L1012_07_025_03_02,L1012_07_025,C1012_07,S_C1012_07_03,clarity,Show which part changed after feedback.,True,2026-03-30T13:38:00
PF_core_L1012_07_025_04_03,core_L1012_07_025_04_03,L1012_07_025,C1012_07,S_C1012_07_04,user_focus,Explain one step more clearly.,False,2026-04-06T11:16:00
PF_core_L1012_07_025_05_04,core_L1012_07_025_05_04,L1012_07_025,C1012_07,S_C1012_07_05,user_focus,Show which part changed after feedback.,True,2026-04-13T14:42:00
PF_core_L1012_07_026_01_01,core_L1012_07_026_01_01,L1012_07_026,C1012_07,S_C1012_07_01,safety,Explain one step more clearly.,False,2026-03-16T11:53:00
PF_core_L1012_07_026_03_03,core_L1012_07_026_03_03,L1012_07_026,C1012_07,S_C1012_07_03,evidence,Show which part changed after feedback.,True,2026-03-30T13:24:00
PF_core_L1012_07_026_04_04,core_L1012_07_026_04_04,L1012_07_026,C1012_07,S_C1012_07_04,user_focus,Point to the evidence behind that claim.,False,2026-04-06T10:33:00
PF_core_L1012_07_027_02_01,core_L1012_07_027_02_01,L1012_07_027,C1012_07,S_C1012_07_02,revision,Explain why that revision came before the others.,False,2026-03-23T09:59:00
PF_core_L1012_07_027_03_02,core_L1012_07_027_03_02,L1012_07_027,C1012_07,S_C1012_07_03,safety,Your idea is clear; add the strongest evidence first.,False,2026-03-30T14:56:00
PF_core_L1012_07_027_04_03,core_L1012_07_027_04_03,L1012_07_027,C1012_07,S_C1012_07_04,revision,Show the limitation earlier so the claim feels more honest.,False,2026-04-06T10:15:00
PF_core_L1012_07_027_06_04,core_L1012_07_027_06_04,L1012_07_027,C1012_07,S_C1012_07_06,clarity,Show the limitation earlier so the claim feels more honest.,False,2026-04-20T08:47:00
PF_core_L1012_07_028_02_02,core_L1012_07_028_02_02,L1012_07_028,C1012_07,S_C1012_07_02,safety,Point to the evidence behind that claim.,False,2026-03-23T15:05:00
PF_core_L1012_07_028_04_03,core_L1012_07_028_04_03,L1012_07_028,C1012_07,S_C1012_07_04,limitations,Explain one step more clearly.,True,2026-04-06T14:34:00
PF_core_L1012_07_028_08_05,core_L1012_07_028_08_05,L1012_07_028,C1012_07,S_C1012_07_08,safety,Explain why that revision came before the others.,True,2026-05-04T11:11:00
PF_core_L1012_07_029_01_01,core_L1012_07_029_01_01,L1012_07_029,C1012_07,S_C1012_07_01,limitations,Show which part changed after feedback.,True,2026-03-16T13:36:00
PF_core_L1012_07_029_02_02,core_L1012_07_029_02_02,L1012_07_029,C1012_07,S_C1012_07_02,user_focus,Explain one step more clearly.,False,2026-03-23T10:12:00
PF_core_L1012_07_029_04_03,core_L1012_07_029_04_03,L1012_07_029,C1012_07,S_C1012_07_04,limitations,Point to the evidence behind that claim.,False,2026-04-06T10:14:00
PF_core_L1012_07_029_05_04,core_L1012_07_029_05_04,L1012_07_029,C1012_07,S_C1012_07_05,limitations,Point to the evidence behind that claim.,False,2026-04-13T10:28:00
PF_core_L1012_07_029_06_05,core_L1012_07_029_06_05,L1012_07_029,C1012_07,S_C1012_07_06,revision,Explain why that revision came before the others.,False,2026-04-20T11:45:00
PF_core_L1012_07_030_02_02,core_L1012_07_030_02_02,L1012_07_030,C1012_07,S_C1012_07_02,evidence,Strong reasoning—tighten the link between evidence and uncertainty.,False,2026-03-23T10:03:00
PF_core_L1012_07_030_06_04,core_L1012_07_030_06_04,L1012_07_030,C1012_07,S_C1012_07_06,user_focus,Keep the evidence hierarchy clear so the audience sees why this decision came next.,False,2026-04-20T09:46:00
PF_core_L1012_07_030_07_05,core_L1012_07_030_07_05,L1012_07_030,C1012_07,S_C1012_07_07,safety,Keep the evidence hierarchy clear so the audience sees why this decision came next.,False,2026-04-27T14:17:00
PF_core_L1012_07_031_01_01,core_L1012_07_031_01_01,L1012_07_031,C1012_07,S_C1012_07_01,safety,Show the limitation earlier so the claim feels more honest.,False,2026-03-16T13:57:00
PF_core_L1012_07_031_02_02,core_L1012_07_031_02_02,L1012_07_031,C1012_07,S_C1012_07_02,safety,Show which part changed after feedback.,True,2026-03-23T14:28:00
PF_core_L1012_07_031_03_03,core_L1012_07_031_03_03,L1012_07_031,C1012_07,S_C1012_07_03,evidence,Your idea is clear; add the strongest evidence first.,False,2026-03-30T11:33:00
PF_core_L1012_07_031_06_04,core_L1012_07_031_06_04,L1012_07_031,C1012_07,S_C1012_07_06,user_focus,Show the limitation earlier so the claim feels more honest.,False,2026-04-20T09:35:00
PF_core_L1012_07_031_07_05,core_L1012_07_031_07_05,L1012_07_031,C1012_07,S_C1012_07_07,safety,Keep the evidence hierarchy clear so the audience sees why this decision came next.,False,2026-04-27T11:13:00
PF_core_L1012_07_032_01_01,core_L1012_07_032_01_01,L1012_07_032,C1012_07,S_C1012_07_01,revision,Explain why that revision came before the others.,False,2026-03-16T08:36:00
PF_core_L1012_07_032_02_02,core_L1012_07_032_02_02,L1012_07_032,C1012_07,S_C1012_07_02,clarity,Your idea is clear; add the strongest evidence first.,False,2026-03-23T13:12:00
PF_core_L1012_07_032_04_03,core_L1012_07_032_04_03,L1012_07_032,C1012_07,S_C1012_07_04,user_focus,Strong reasoning—tighten the link between evidence and uncertainty.,False,2026-04-06T13:09:00
PF_core_L1012_07_032_05_04,core_L1012_07_032_05_04,L1012_07_032,C1012_07,S_C1012_07_05,revision,Keep the evidence hierarchy clear so the audience sees why this decision came next.,False,2026-04-13T09:15:00
PF_core_L1012_07_032_06_05,core_L1012_07_032_06_05,L1012_07_032,C1012_07,S_C1012_07_06,safety,Explain why that revision came before the others.,False,2026-04-20T09:41:00
PF_core_L1012_07_033_01_01,core_L1012_07_033_01_01,L1012_07_033,C1012_07,S_C1012_07_01,safety,The claim is strong; name the boundary condition sooner.,True,2026-03-16T08:24:00
PF_core_L1012_07_033_03_03,core_L1012_07_033_03_03,L1012_07_033,C1012_07,S_C1012_07_03,limitations,Keep the evidence hierarchy clear so the audience sees why this decision came next.,True,2026-03-30T11:44:00
PF_core_L1012_07_033_07_05,core_L1012_07_033_07_05,L1012_07_033,C1012_07,S_C1012_07_07,user_focus,The claim is strong; name the boundary condition sooner.,True,2026-04-27T09:48:00
PF_core_L1012_07_034_01_01,core_L1012_07_034_01_01,L1012_07_034,C1012_07,S_C1012_07_01,safety,Explain one step more clearly.,False,2026-03-16T10:42:00
PF_core_L1012_07_034_03_02,core_L1012_07_034_03_02,L1012_07_034,C1012_07,S_C1012_07_03,user_focus,Point to the evidence behind that claim.,False,2026-03-30T08:46:00
PF_core_L1012_07_034_04_03,core_L1012_07_034_04_03,L1012_07_034,C1012_07,S_C1012_07_04,user_focus,Point to the evidence behind that claim.,False,2026-04-06T14:36:00
PF_core_L1012_07_034_06_04,core_L1012_07_034_06_04,L1012_07_034,C1012_07,S_C1012_07_06,safety,Show which part changed after feedback.,True,2026-04-20T08:50:00
PF_core_L1012_07_034_08_05,core_L1012_07_034_08_05,L1012_07_034,C1012_07,S_C1012_07_08,clarity,Explain one step more clearly.,False,2026-05-04T08:58:00
PF_core_L1012_07_035_04_01,core_L1012_07_035_04_01,L1012_07_035,C1012_07,S_C1012_07_04,safety,Show the limitation earlier so the claim feels more honest.,False,2026-04-06T12:07:00
PF_core_L1012_07_035_05_02,core_L1012_07_035_05_02,L1012_07_035,C1012_07,S_C1012_07_05,limitations,Explain why that revision came before the others.,False,2026-04-13T10:55:00
PF_core_L1012_07_035_06_03,core_L1012_07_035_06_03,L1012_07_035,C1012_07,S_C1012_07_06,safety,Your idea is clear; add the strongest evidence first.,False,2026-04-20T14:36:00
PF_core_L1012_07_035_07_04,core_L1012_07_035_07_04,L1012_07_035,C1012_07,S_C1012_07_07,clarity,Explain why that revision came before the others.,False,2026-04-27T12:30:00
PF_core_L1012_07_036_01_01,core_L1012_07_036_01_01,L1012_07_036,C1012_07,S_C1012_07_01,revision,Show which part changed after feedback.,True,2026-03-16T11:37:00
PF_core_L1012_07_036_04_02,core_L1012_07_036_04_02,L1012_07_036,C1012_07,S_C1012_07_04,revision,Point to the evidence behind that claim.,False,2026-04-06T13:56:00
PF_core_L1012_07_036_05_03,core_L1012_07_036_05_03,L1012_07_036,C1012_07,S_C1012_07_05,user_focus,Show which part changed after feedback.,True,2026-04-13T11:15:00
PF_core_L1012_07_036_07_04,core_L1012_07_036_07_04,L1012_07_036,C1012_07,S_C1012_07_07,evidence,Show which part changed after feedback.,True,2026-04-27T12:06:00
PF_core_L1012_07_036_08_05,core_L1012_07_036_08_05,L1012_07_036,C1012_07,S_C1012_07_08,safety,Show which part changed after feedback.,True,2026-05-04T10:33:00
PF_core_L1012_07_037_02_01,core_L1012_07_037_02_01,L1012_07_037,C1012_07,S_C1012_07_02,limitations,The claim is strong; name the boundary condition sooner.,False,2026-03-23T11:10:00
PF_core_L1012_07_037_04_02,core_L1012_07_037_04_02,L1012_07_037,C1012_07,S_C1012_07_04,user_focus,Strong reasoning—tighten the link between evidence and uncertainty.,False,2026-04-06T13:19:00
PF_core_L1012_07_037_06_03,core_L1012_07_037_06_03,L1012_07_037,C1012_07,S_C1012_07_06,safety,The claim is strong; name the boundary condition sooner.,False,2026-04-20T11:28:00
PF_core_L1012_07_037_08_05,core_L1012_07_037_08_05,L1012_07_037,C1012_07,S_C1012_07_08,user_focus,Keep the evidence hierarchy clear so the audience sees why this decision came next.,False,2026-05-04T09:41:00
PF_core_L1012_07_038_01_01,core_L1012_07_038_01_01,L1012_07_038,C1012_07,S_C1012_07_01,revision,Explain one step more clearly.,False,2026-03-16T11:17:00
PF_core_L1012_07_038_04_02,core_L1012_07_038_04_02,L1012_07_038,C1012_07,S_C1012_07_04,limitations,Show which part changed after feedback.,True,2026-04-06T11:59:00
PF_core_L1012_07_038_06_03,core_L1012_07_038_06_03,L1012_07_038,C1012_07,S_C1012_07_06,revision,Show which part changed after feedback.,True,2026-04-20T10:53:00
PF_core_L1012_07_038_08_05,core_L1012_07_038_08_05,L1012_07_038,C1012_07,S_C1012_07_08,evidence,Point to the evidence behind that claim.,False,2026-05-04T08:06:00
PF_core_L1012_07_039_02_01,core_L1012_07_039_02_01,L1012_07_039,C1012_07,S_C1012_07_02,safety,Point to the evidence behind that claim.,False,2026-03-23T14:10:00
PF_core_L1012_07_039_04_02,core_L1012_07_039_04_02,L1012_07_039,C1012_07,S_C1012_07_04,limitations,Explain one step more clearly.,False,2026-04-06T12:16:00
PF_core_L1012_07_039_07_04,core_L1012_07_039_07_04,L1012_07_039,C1012_07,S_C1012_07_07,limitations,Explain one step more clearly.,False,2026-04-27T11:14:00
PF_core_L1012_07_039_08_05,core_L1012_07_039_08_05,L1012_07_039,C1012_07,S_C1012_07_08,evidence,Explain why that revision came before the others.,True,2026-05-04T12:34:00
PF_core_L1012_07_040_01_01,core_L1012_07_040_01_01,L1012_07_040,C1012_07,S_C1012_07_01,limitations,Show which part changed after feedback.,True,2026-03-16T11:15:00
PF_core_L1012_07_040_03_03,core_L1012_07_040_03_03,L1012_07_040,C1012_07,S_C1012_07_03,safety,Show which part changed after feedback.,True,2026-03-30T15:04:00
PF_core_L1012_07_040_06_04,core_L1012_07_040_06_04,L1012_07_040,C1012_07,S_C1012_07_06,safety,Explain one step more clearly.,False,2026-04-20T13:13:00
PF_core_L1012_07_041_01_01,core_L1012_07_041_01_01,L1012_07_041,C1012_07,S_C1012_07_01,limitations,Show which part changed after feedback.,True,2026-03-16T14:03:00
PF_core_L1012_07_041_03_02,core_L1012_07_041_03_02,L1012_07_041,C1012_07,S_C1012_07_03,limitations,Point to the evidence behind that claim.,False,2026-03-30T14:57:00
PF_core_L1012_07_041_05_03,core_L1012_07_041_05_03,L1012_07_041,C1012_07,S_C1012_07_05,clarity,Point to the evidence behind that claim.,False,2026-04-13T12:03:00
PF_core_L1012_07_042_03_02,core_L1012_07_042_03_02,L1012_07_042,C1012_07,S_C1012_07_03,user_focus,Your idea is clear; add the strongest evidence first.,False,2026-03-30T12:50:00
PF_core_L1012_07_042_08_05,core_L1012_07_042_08_05,L1012_07_042,C1012_07,S_C1012_07_08,safety,Keep the evidence hierarchy clear so the audience sees why this decision came next.,False,2026-05-04T09:43:00
PF_core_L1012_07_043_01_01,core_L1012_07_043_01_01,L1012_07_043,C1012_07,S_C1012_07_01,user_focus,Your idea is clear; add the strongest evidence first.,False,2026-03-16T11:54:00
PF_core_L1012_07_043_03_02,core_L1012_07_043_03_02,L1012_07_043,C1012_07,S_C1012_07_03,user_focus,Show the limitation earlier so the claim feels more honest.,False,2026-03-30T09:37:00
PF_core_L1012_07_043_04_03,core_L1012_07_043_04_03,L1012_07_043,C1012_07,S_C1012_07_04,safety,Your idea is clear; add the strongest evidence first.,False,2026-04-06T08:57:00
PF_core_L1012_07_043_07_04,core_L1012_07_043_07_04,L1012_07_043,C1012_07,S_C1012_07_07,user_focus,Explain why that revision came before the others.,False,2026-04-27T11:37:00
PF_core_L1012_07_043_08_05,core_L1012_07_043_08_05,L1012_07_043,C1012_07,S_C1012_07_08,limitations,Show the limitation earlier so the claim feels more honest.,False,2026-05-04T08:23:00
PF_core_L1012_07_044_01_01,core_L1012_07_044_01_01,L1012_07_044,C1012_07,S_C1012_07_01,safety,Explain one step more clearly.,False,2026-03-16T14:45:00
PF_core_L1012_07_044_04_02,core_L1012_07_044_04_02,L1012_07_044,C1012_07,S_C1012_07_04,limitations,Show which part changed after feedback.,True,2026-04-06T12:35:00
PF_core_L1012_07_044_05_03,core_L1012_07_044_05_03,L1012_07_044,C1012_07,S_C1012_07_05,clarity,Show which part changed after feedback.,True,2026-04-13T09:54:00
PF_core_L1012_07_045_01_01,core_L1012_07_045_01_01,L1012_07_045,C1012_07,S_C1012_07_01,user_focus,Point to the evidence behind that claim.,True,2026-03-16T11:09:00
PF_core_L1012_07_045_04_04,core_L1012_07_045_04_04,L1012_07_045,C1012_07,S_C1012_07_04,revision,Show which part changed after feedback.,True,2026-04-06T09:52:00
PF_core_L1012_07_045_06_05,core_L1012_07_045_06_05,L1012_07_045,C1012_07,S_C1012_07_06,limitations,Explain one step more clearly.,False,2026-04-20T09:19:00
PF_core_L1012_07_046_01_01,core_L1012_07_046_01_01,L1012_07_046,C1012_07,S_C1012_07_01,evidence,Say who this helps.,True,2026-03-16T08:55:00
PF_core_L1012_07_046_05_03,core_L1012_07_046_05_03,L1012_07_046,C1012_07,S_C1012_07_05,clarity,Show the evidence you used.,True,2026-04-13T14:52:00
PF_core_L1012_07_047_01_01,core_L1012_07_047_01_01,L1012_07_047,C1012_07,S_C1012_07_01,user_focus,Show which part changed after feedback.,True,2026-03-16T14:42:00
PF_core_L1012_07_047_02_02,core_L1012_07_047_02_02,L1012_07_047,C1012_07,S_C1012_07_02,clarity,Show which part changed after feedback.,True,2026-03-23T14:14:00
PF_core_L1012_07_047_05_03,core_L1012_07_047_05_03,L1012_07_047,C1012_07,S_C1012_07_05,safety,Point to the evidence behind that claim.,False,2026-04-13T14:12:00
PF_core_L1012_07_047_06_04,core_L1012_07_047_06_04,L1012_07_047,C1012_07,S_C1012_07_06,user_focus,Point to the evidence behind that claim.,False,2026-04-20T11:20:00
PF_core_L1012_07_047_07_05,core_L1012_07_047_07_05,L1012_07_047,C1012_07,S_C1012_07_07,limitations,Your idea is clear; add the strongest evidence first.,False,2026-04-27T11:03:00
PF_core_L1012_07_048_02_01,core_L1012_07_048_02_01,L1012_07_048,C1012_07,S_C1012_07_02,user_focus,Make one part clearer.,True,2026-03-23T09:24:00
PF_core_L1012_07_048_04_02,core_L1012_07_048_04_02,L1012_07_048,C1012_07,S_C1012_07_04,revision,Make one part clearer.,True,2026-04-06T10:00:00
PF_core_L1012_07_048_05_03,core_L1012_07_048_05_03,L1012_07_048,C1012_07,S_C1012_07_05,clarity,Explain one step more clearly.,False,2026-04-13T11:16:00
PF_core_L1012_07_048_06_04,core_L1012_07_048_06_04,L1012_07_048,C1012_07,S_C1012_07_06,clarity,Explain one step more clearly.,False,2026-04-20T12:29:00
PF_core_L1012_07_048_07_05,core_L1012_07_048_07_05,L1012_07_048,C1012_07,S_C1012_07_07,safety,Explain one step more clearly.,False,2026-04-27T13:47:00
PF_core_L1012_07_049_01_01,core_L1012_07_049_01_01,L1012_07_049,C1012_07,S_C1012_07_01,user_focus,Your idea is clear; add the strongest evidence first.,False,2026-03-16T12:18:00
PF_core_L1012_07_049_04_03,core_L1012_07_049_04_03,L1012_07_049,C1012_07,S_C1012_07_04,safety,Show the limitation earlier so the claim feels more honest.,False,2026-04-06T10:01:00
PF_core_L1012_07_049_05_04,core_L1012_07_049_05_04,L1012_07_049,C1012_07,S_C1012_07_05,safety,Explain why that revision came before the others.,False,2026-04-13T10:00:00
PF_core_L1012_07_049_06_05,core_L1012_07_049_06_05,L1012_07_049,C1012_07,S_C1012_07_06,evidence,Show the limitation earlier so the claim feels more honest.,False,2026-04-20T14:06:00
PF_core_L1012_07_050_01_01,core_L1012_07_050_01_01,L1012_07_050,C1012_07,S_C1012_07_01,revision,Show the limitation earlier so the claim feels more honest.,False,2026-03-16T14:31:00
PF_core_L1012_07_050_04_02,core_L1012_07_050_04_02,L1012_07_050,C1012_07,S_C1012_07_04,evidence,Your idea is clear; add the strongest evidence first.,False,2026-04-06T14:09:00
PF_core_L1012_07_050_05_03,core_L1012_07_050_05_03,L1012_07_050,C1012_07,S_C1012_07_05,limitations,Your idea is clear; add the strongest evidence first.,False,2026-04-13T10:12:00
PF_core_L1012_07_050_06_04,core_L1012_07_050_06_04,L1012_07_050,C1012_07,S_C1012_07_06,user_focus,Your idea is clear; add the strongest evidence first.,False,2026-04-20T13:34:00
PF_core_L1012_07_050_08_05,core_L1012_07_050_08_05,L1012_07_050,C1012_07,S_C1012_07_08,limitations,Strong reasoning—tighten the link between evidence and uncertainty.,False,2026-05-04T08:22:00
PF_core_L1012_07_051_05_03,core_L1012_07_051_05_03,L1012_07_051,C1012_07,S_C1012_07_05,revision,Explain one step more clearly.,False,2026-04-13T12:22:00
PF_core_L1012_07_052_01_01,core_L1012_07_052_01_01,L1012_07_052,C1012_07,S_C1012_07_01,clarity,Explain why that revision came before the others.,True,2026-03-16T09:50:00
PF_core_L1012_07_052_02_02,core_L1012_07_052_02_02,L1012_07_052,C1012_07,S_C1012_07_02,limitations,Explain why that revision came before the others.,True,2026-03-23T14:15:00
PF_core_L1012_07_052_03_03,core_L1012_07_052_03_03,L1012_07_052,C1012_07,S_C1012_07_03,safety,Your idea is clear; add the strongest evidence first.,True,2026-03-30T10:58:00
PF_core_L1012_07_052_04_04,core_L1012_07_052_04_04,L1012_07_052,C1012_07,S_C1012_07_04,user_focus,Show the limitation earlier so the claim feels more honest.,False,2026-04-06T10:13:00
PF_core_L1012_07_053_05_03,core_L1012_07_053_05_03,L1012_07_053,C1012_07,S_C1012_07_05,clarity,Your idea is clear; add the strongest evidence first.,False,2026-04-13T14:18:00
PF_core_L1012_07_053_06_04,core_L1012_07_053_06_04,L1012_07_053,C1012_07,S_C1012_07_06,clarity,Show the limitation earlier so the claim feels more honest.,False,2026-04-20T13:44:00
PF_core_L1012_07_053_08_05,core_L1012_07_053_08_05,L1012_07_053,C1012_07,S_C1012_07_08,limitations,Show the limitation earlier so the claim feels more honest.,False,2026-05-04T12:21:00
PF_core_L1012_07_054_01_01,core_L1012_07_054_01_01,L1012_07_054,C1012_07,S_C1012_07_01,clarity,The claim is strong; name the boundary condition sooner.,False,2026-03-16T13:45:00
PF_core_L1012_07_054_04_03,core_L1012_07_054_04_03,L1012_07_054,C1012_07,S_C1012_07_04,limitations,Show the limitation earlier so the claim feels more honest.,False,2026-04-06T12:59:00
PF_core_L1012_07_054_06_04,core_L1012_07_054_06_04,L1012_07_054,C1012_07,S_C1012_07_06,clarity,Keep the evidence hierarchy clear so the audience sees why this decision came next.,False,2026-04-20T10:58:00
PF_core_L1012_07_054_08_05,core_L1012_07_054_08_05,L1012_07_054,C1012_07,S_C1012_07_08,evidence,Strong reasoning—tighten the link between evidence and uncertainty.,False,2026-05-04T10:33:00
PF_core_L1012_07_055_03_02,core_L1012_07_055_03_02,L1012_07_055,C1012_07,S_C1012_07_03,revision,Explain one step more clearly.,False,2026-03-30T08:51:00
PF_core_L1012_07_055_04_03,core_L1012_07_055_04_03,L1012_07_055,C1012_07,S_C1012_07_04,safety,Show which part changed after feedback.,True,2026-04-06T08:58:00
PF_core_L1012_07_055_05_04,core_L1012_07_055_05_04,L1012_07_055,C1012_07,S_C1012_07_05,revision,Make one part clearer.,True,2026-04-13T12:56:00
PF_core_L1012_07_055_08_05,core_L1012_07_055_08_05,L1012_07_055,C1012_07,S_C1012_07_08,limitations,Explain one step more clearly.,False,2026-05-04T10:47:00
PF_core_L1012_07_056_04_03,core_L1012_07_056_04_03,L1012_07_056,C1012_07,S_C1012_07_04,user_focus,Strong reasoning—tighten the link between evidence and uncertainty.,False,2026-04-06T10:25:00
PF_core_L1012_07_056_05_04,core_L1012_07_056_05_04,L1012_07_056,C1012_07,S_C1012_07_05,clarity,Strong reasoning—tighten the link between evidence and uncertainty.,False,2026-04-13T08:57:00
PF_core_L1012_07_056_06_05,core_L1012_07_056_06_05,L1012_07_056,C1012_07,S_C1012_07_06,revision,Keep the evidence hierarchy clear so the audience sees why this decision came next.,False,2026-04-20T14:54:00
PF_core_L1012_07_057_03_01,core_L1012_07_057_03_01,L1012_07_057,C1012_07,S_C1012_07_03,user_focus,Your idea is clear; add the strongest evidence first.,False,2026-03-30T13:33:00
PF_core_L1012_07_057_04_02,core_L1012_07_057_04_02,L1012_07_057,C1012_07,S_C1012_07_04,safety,Keep the evidence hierarchy clear so the audience sees why this decision came next.,False,2026-04-06T08:42:00
PF_core_L1012_07_057_06_04,core_L1012_07_057_06_04,L1012_07_057,C1012_07,S_C1012_07_06,user_focus,Strong reasoning—tighten the link between evidence and uncertainty.,False,2026-04-20T13:41:00
PF_core_L1012_07_057_08_05,core_L1012_07_057_08_05,L1012_07_057,C1012_07,S_C1012_07_08,clarity,The claim is strong; name the boundary condition sooner.,False,2026-05-04T11:07:00
PF_core_L1012_07_058_04_02,core_L1012_07_058_04_02,L1012_07_058,C1012_07,S_C1012_07_04,clarity,Show which part changed after feedback.,True,2026-04-06T08:44:00
